Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
631	209.624	0.33221	12.88	0.0204121	0	0	0	0	7.83554	0.0124177	12.8085	0.0202988	16693	19406	83567	43514	82337	64886	159623
650	104.991	0.161525	188.544	0.290068	39.2521	0.0603879	744.9	1.146	3.84481	0.00591509	0	0	15051	1040	44878	10761	22355	4212640	49323
886	58.8454	0.066417	0	0	84.5562	0.0954359	0	0	5.70521	0.00643929	44.3261	0.0500295	779	7446	37071	119205	706987	447597	691732
625	452.375	0.7238	237.785	0.380456	104.064	0.166503	314	0.5024	4.90269	0.00784431	22.4509	0.0359214	32620	6571	7490	7490	7254	149129	22
548	0	0	0	0	0	0	0	0	0	0	0	0	0	10174	26537	11474	88301	6249	112071
336	80.9125	0.240811	118.892	0.353846	45.1456	0.134362	551.4	1.64107	5.28206	0.0157204	8.82685	0.0262704	15828	793	23352	3508	21688	328511	145081
453	0	0	0	0	0	0	0	0	0	0	0	0	1992	1801	36912	13672	120891	270666	198730
623	105.738	0.169724	363.412	0.583326	0	0	95.7	0.153612	9.79808	0.0157273	6.86	0.0110112	54004	997	215759	39925	366875	745836	1329271
875	187.508	0.214295	200.13	0.22872	0	0	384.2	0.439086	7.14974	0.00817114	28.7832	0.0328951	0	4060	16940	25603	38725	113151	58131
636	0	0	0	0	0	0	146.5	0.230346	1.1819	0.00185833	2.01482	0.00316796	38575	14136	68594	12650	58550	1697706	1525811
622	165.654	0.266325	119.43	0.192009	57.5801	0.0925726	7878.8	12.6669	13.2708	0.0213357	6.71608	0.0107976	59233	527991	2156508	1245579	2156063	3118140	2567179
529	0	0	0	0	0	0	0	0	0	0	0	0	5771	2688	111303	52065	111062	148798	242238
344	0	0	0	0	0	0	0	0	0	0	0	0	1833	5120	302431	189890	571496	258602	573697
563	444.101	0.788811	415.156	0.7374	96.4127	0.171248	196.7	0.349378	25.1628	0.0446941	104.195	0.185071	0	4551	57111	8122	56465	127647	87112
1709	0	0	0	0	0	0	141.1	0.307407	4.3774	0.00256138	0	0	154936	26956	1175767	36256	1175540	2471230	1446234
817	157.228	0.192445	118.892	0.145523	84.935	0.10396	181.1	0.221665	8.60889	0.0105372	14.2477	0.017439	11996	1011	113856	33599	33280	16200	288598
609	0	0	0	0	162.417	0.266694	51.9	0.0852217	4.44306	0.00729566	0	0	27548	9500	26060	4780	28477	336139	11583
414	171.689	0.414709	224.865	0.543152	0	0	0	0	6.16483	0.0148909	19.0449	0.0460022	625	0	17852	6295	17864	1548188	272092
956	0	0	0	0	0	0	258.6	0.38368	0	0	7.67552	0.00802879	36010	4100	61584	32605	64271	51751	926626
1548	268.814	0.173652	0	0	172.155	0.111211	535.5	0.859551	48.6548	0.0314307	36.8905	0.0238311	7490	7356	350473	34958	88570	1017079	907547
766	105.738	0.138039	237.802	0.310447	0	0	89.8	0.117232	8.97366	0.011715	6.71608	0.00876773	3706	13927	251941	2539	441195	2167027	463410
491	0	0	152.393	0.310372	109.798	0.223621	84.7	0.172505	29.2192	0.0595095	29.167	0.0594032	0	1524	953481	18981	483526	1991425	999660
579	0	0	166.606	0.287748	89.3621	0.154339	0	0	6.99654	0.0120838	6.66811	0.0115166	0	2435	560093	190559	1797737	2434532	1995310
704	681.316	0.967778	135.69	0.192741	76.0612	0.108042	558.1	0.792756	1.54668	0.00219699	6.71608	0.00953989	11648	21869	117659	116553	116049	414398	48357
464	0	0	0	0	12.2429	0.0263855	1417.3	3.05453	1.90417	0.00410381	0	0	53484	163995	1792512	881583	1792067	2754144	2203183
630	18.7084	0.0296958	119.423	0.189561	0	0	2.2	0.00349206	2.72858	0.00433107	26.7204	0.0424134	0	725	1102078	70169	351167	1288483	1988867
897	2801.77	3.12349	293.816	0.327554	314.164	0.350238	1209	1.34783	30.6199	0.0341359	23.8421	0.0265798	4364	3372	946619	22346	1811076	1476026	1809333
707	310.591	0.439308	0	0	24.3995	0.0345113	0	0	2.99852	0.00424118	5.94853	0.00841376	1236	2607	55700	7462	187139	47164	293362
507	0	0	0	0	0	0	0	0	1.60505	0.00316577	2.63846	0.00520406	5435	1305	16629	16541	28226	28701	1772608
402	179.617	0.446809	0	0	0	0	120.8	0.300498	7.87932	0.0196003	27.6319	0.068736	1905	245	228757	76541	85658	60636	510431
938	105.738	0.112727	228.87	0.243998	63.2518	0.0674326	257.6	0.274627	7.67504	0.00818234	6.71608	0.00716	4960	3568	3906	3926	3334	36993	11379
953	105.738	0.110953	548.922	0.575993	0	0	0	0	10.1556	0.0106564	22.0671	0.0231554	9738	9919	505367	39146	1494162	2099490	1689808
392	0	0	101.834	0.259781	93.5673	0.238692	69.5	0.177296	5.73439	0.0146286	2.59049	0.00660839	0	11175	99134	234	242191	68974	294747
1101	0	0	118.892	0.703505	0	0	0	0	1.16731	0.00106022	7.67552	0.00697141	0	20889	0	0	43773	43856	227881
681	192.866	0.28321	187.694	0.275616	17.0862	0.0250899	839	1.23201	12.4464	0.0182767	13.672	0.0200764	0	9862	204459	19786	826557	1646921	1447686
513	0	0	207.599	0.404676	38.5556	0.075157	321.9	0.627485	6.50773	0.0126856	14.3916	0.0280538	66963	84529	207091	207091	403811	2557300	607734
481	105.738	0.219829	118.892	0.247178	0	0	0	0	3.34141	0.00694681	6.71608	0.0139627	13837	1055	636095	206802	765402	902403	802292
774	105.738	0.136612	0	0	0	0	135.4	0.174935	16.2693	0.0210198	6.71608	0.00867711	9554	12457	493614	174848	3052172	11442507	7908360
739	0	0	0	0	0	0	52.5	0.0710419	6.10647	0.00826315	4.89315	0.00662131	9669	4277	21370	157650	439746	1776017	2191874
529	0	0	0	0	0	0	0	0	2.84531	0.00537866	0	0	15400	8842	182427	21501	2268838	2243487	2399659
544	0	0	0	0	0	0	0	0	0	0	0	0	48947	147884	391339	81205	391112	1686802	661806
456	0	0	106.012	0.232483	6.88662	0.0151022	83	0.182018	4.30445	0.00943957	0	0	31143	7545	58957	59025	1053087	1176177	2410777
497	0	0	167.771	0.337567	0	0	20.1	0.0404427	1.21838	0.00245146	14.2477	0.0286674	950383	12618	4244070	10999	1187003	21030031	4590550
381	17.4697	0.0458523	170.412	0.447277	35.9635	0.0943923	140	0.367454	3.1809	0.00834883	0	0	14032	16435	47669	33278	255646	523741	667301
1800	0	0	0	0	0	0	0	0	27.7965	0.0154425	144.588	0.0803265	0	0	346755	79895	346135	156415	380408
576	0	0	102.526	0.177997	0	0	69.5	0.12066	3.00581	0.00521843	1.48713	0.00258183	167	11541	337486	76008	510630	1952499	625800
692	0	0	66.8187	0.0965588	0	0	0	0	7.15704	0.0103425	15.3511	0.0221836	7158	24252	183037	40735	975884	1366988	980942
573	51.1447	0.0892577	0	0	39.0242	0.068105	642.1	1.12059	7.45617	0.0130125	22.0671	0.0385116	20458	6693	29886	511	79081	323307	6932
538	0	0	0	0	0	0	0	0	0	0	0	0	0	8570	134376	35735	434663	950176	419590
790	105.738	0.133845	0	0	110.951	0.140444	138.7	0.17557	5.44256	0.00688932	15.5429	0.0196746	8023	2815	876272	40683	1047635	1026575	1542572
997	59.7829	0.0599627	0	0	71.1892	0.0714034	268.2	0.269007	22.3247	0.0223919	13.2882	0.0133282	0	943	5157	774	420	74544	22949
595	0	0	0	0	0	0	0	0	0	0	0	0	0	52542	242677	33251	1497899	6421985	1500691
341	60.6847	0.177961	0	0	0	0	0	0	2.77965	0.00815146	9.01874	0.0264479	4679	153336	106989	85803	104195	522340	176594
1105	0	0	0	0	0	0	0	0	0	0	0	0	52001	144269	387724	84259	387497	1683187	658191
632	0	0	221.094	0.349833	0	0	125.6	0.257377	2.1814	0.00345159	0	0	0	1320	46263	46283	446603	444187	488361
402	0	0	0	0	0	0	0	0	0	0	0	0	66688	4593	31105	31131	111257	322179	219782
591	0	0	0	0	0	0	73.8	0.124873	0	0	13.4322	0.0227279	21033	4303	108883	38003	107574	338693	50948
921	318.349	0.345656	107.003	0.116181	0	0	264.7	0.287405	5.66873	0.00615497	17.4618	0.0189596	18578	13613	9779	818	31684	298217	3086
845	98.3822	0.116429	118.892	0.140701	0	0	0	0	6.47855	0.00766693	10.7937	0.0127736	44162	9773	818022	57202	816427	2470311	814684
646	273.08	0.422725	64.8421	0.100375	0	0	355.5	0.55031	10.2431	0.0158562	19.7645	0.0305952	0	115682	5667706	22063	235839	22453667	6014186
663	0	0	92.677	0.139784	169.023	0.254936	212.2	0.32006	9.55002	0.0144043	0	0	0	10098	58278	7018	487413	1225316	466099
1540	0	0	0	0	0	0	0	0	0.116731	7.58E-05	0	0	23609	4372	6059	4576	4393	6167	13722
764	0	0	189.7	0.248299	0	0	0	0	1.27674	0.00167113	6.71608	0.00879068	9731	2119	4422	4395	4172	18580	65652
588	0	0	0	0	0	0	0	0	0	0	0	0	30508	17193	386609	49479	557353	328657	1110273
771	0	0	0	0	0	0	0	0	1.02139	0.00132476	0	0	17170	6137	12034	4350	10990	104254	696
433	51.5467	0.119045	0	0	0	0	3	0.00692841	2.8453	0.00657114	0	0	1399	1073	49051	39408	48116	365681	493365
535	163.665	0.305915	161.428	0.301734	0	0	0	0	3.356	0.0062729	3.98168	0.00744239	8307	33991	2453538	55428	2975354	9359918	3641337
623	182.227	0.2925	0	0	69.003	0.110759	212.7	0.341413	2.79424	0.00448513	0.767552	0.00123203	44731	4107	3110	2995	47936	308484	58036
401	0	0	0	0	0	0	47.6	0.7	0	0	5.70867	0.0142361	0	683	620	640	153	229836	6352
435	0.91946	0.0021137	94.1231	0.216375	0	0	0	0	1.92606	0.00442771	7.67552	0.0176449	184897	289926	604108	478306	603771	507764	606448
885	335.27	0.378836	165.272	0.186748	121.743	0.137562	2106.2	2.37989	46.1451	0.0521413	65.7217	0.0742618	860440	1330	4333671	7371	1097060	21119632	4680151
639	322.843	0.505232	435.965	0.682261	110.951	0.173632	136.7	0.213928	6.5588	0.0102642	35.7871	0.0560049	0	359	79076	10336	77821	77954	863455
634	0	0	0	0	0	0	0	0	0	0	0	0	1067	40576	187044	5484	40239	132233	2579441
731	0	0	0	0	0	0	438.8	3.29925	2.33461	0.00319372	0	0	152497	112275	833249	18388	833022	2128712	1103716
572	101.141	0.176819	86.197	0.150694	0	0	0	0	3.18091	0.00556102	26.8643	0.0469656	504431	0	4687919	255174	741051	21473880	5034399
435	0	0	118.892	0.273316	0	0	7.7	0.0177011	41.0454	0.0943573	58.238	0.133881	12519	3275	24127	17487	473718	1431655	607630
936	105.738	0.112968	231.325	0.247142	0	0	149.5	0.159722	11.7971	0.0126037	3.69384	0.00394641	13068	1247	1165797	5149	1222858	1511926	1304878
565	0	0	44.5881	0.078917	0	0	0	0	0.131322	0.000232428	0.863496	0.00152831	0	29686	45484	21999	39019	64898	137636
853	112.174	0.131505	0	0	69.98	0.0820399	162.2	0.190152	8.70373	0.0102037	18.1814	0.0213147	0	2931	456031	0	709347	1092751	1015233
652	61.6038	0.0944844	520.188	0.797834	0	0	261.1	0.40046	7.07679	0.010854	7.67552	0.0117723	0	18151	19738	13147	12503	611582	97677
1754	600.779	0.342519	519.401	0.296124	229.088	0.130609	6037.9	3.44236	75.6488	0.0431293	74.7884	0.0426388	869312	4257	4323930	16243	1105932	21109891	4670410
542	0	0	0	0	0	0	0	0	0.153209	0.000282673	3.35804	0.00619565	5418	17308	511322	11295	509590	3064181	500886
943	365.106	0.387175	204.557	0.216921	220.372	0.233692	923.6	0.979427	16.7363	0.0177479	27.5359	0.0292003	0	27242	46851	29431	51347	660796	55960
574	102.56	0.178677	0	0	0	0	204.8	0.356794	4.08557	0.00711772	8.0593	0.0140406	23358	378	738	758	179	37163	3541
681	91.6815	0.134628	236.646	0.347498	118.258	0.173654	370.7	0.628305	9.4187	0.0138307	9.64237	0.0141591	0	944	349002	235888	1290936	1379438	1301897
915	86.0841	0.094081	0	0	204.303	0.223283	357	0.390164	7.76258	0.0084837	1.5351	0.00167771	0	2891	44389	2942	66212	435781	80802
646	0	0	108.906	0.168585	0	0	227.5	0.352167	2.96204	0.0045852	6.71608	0.0103964	0	8371	22242	5546	117503	233509	143563
1332	528.69	0.396914	199.145	0.149508	26.7802	0.0201052	1993.2	1.4964	14.0879	0.0105765	25.8569	0.0194121	0	2317	175088	33775	173732	4011365	152079
649	99.7007	0.153622	0	0	78.0255	0.120224	233.3	0.359476	7.29566	0.0112414	28.7832	0.0443501	0	1728	6899	1769	939	212562	3516
1053	105.738	0.100416	301.527	0.28635	0	0	0	0	9.01744	0.00856357	3.88573	0.00369015	0	234611	5250452	179952	180595	22036413	5596932
817	0	0	0	0	0	0	2.1	0.00434783	0.890072	0.00108944	0	0	15880	5759	52632	15272	69131	126164	188449
738	105.738	0.143276	341.832	0.463187	117.073	0.158635	584.7	0.792276	6.98925	0.00947053	23.0266	0.0312013	7853	2659	196030	3170	9554	101076	197503
673	47.5308	0.0706253	202.681	0.301161	40.6375	0.0603826	105.1	0.176047	13.4897	0.0200441	12.8085	0.019032	4344	5848	200037	96070	197989	1238325	526878
845	0	0	118.892	0.140701	26.7813	0.0316938	175.7	0.207929	5.2091	0.00616462	9.83426	0.0116382	17448	22967	24735	24715	180460	762562	65408
665	0	0	0	0	0	0	113.4	0.474477	1.16731	0.00175535	0	0	59981	53565	18063	7364	17941	349215	1905545
660	0	0	11.8759	0.0179938	0	0	1.6	0.00242424	2.87449	0.00435529	0	0	17098	7685	483120	10124	516089	1523904	1676974
1438	105.738	0.0735312	118.892	0.082679	0	0	0	0	9.94399	0.00691515	28.4474	0.0197826	0	5728	3681	3636	218069	104508	309386
581	104.099	0.179172	0	0	117.672	0.202533	461	0.79346	6.17943	0.0106358	0	0	0	1221	7565	4233	28689	250293	160193
254	0	0	0	0	0	0	0	0	0	0	0	0	738	4059	135339	49237	542476	230736	1516135
416	0	0	0	0	0	0	28.7	0.7	1.5029	0.00361275	9.88224	0.0237554	3025	263429	506884	33648	506657	1802347	777351
751	271.22	0.361145	59.2138	0.0788466	0	0	493.9	0.657656	16.1672	0.0215276	24.7536	0.0329608	0	215346	5269812	160687	161330	22055773	5616292
1266	86.4146	0.068258	71.68	0.0566193	0	0	0	0	8.4119	0.00664447	6.71608	0.00530496	755	4422	59378	6398	121395	1313446	261224
533	0	0	38.2902	0.0718389	0	0	0	0	5.30394	0.00995112	1.29524	0.0024301	2973	14035	487732	20292	1868141	1953932	1909884
594	87.778	0.147774	0	0	45.766	0.0770472	237.1	0.399158	7.25189	0.0122086	13.4322	0.0226131	3284	18306	1042470	622	1077758	1972779	2646879
956	0	0	0	0	0	0	0	0	0	0	0	0	365213	252252	369320	107999	368524	476821	535798
429	0	0	53.5016	0.124712	0	0	0	0	1.02139	0.00238087	0	0	18495	12867	27893	23953	23821	233522	1736
475	68.3706	0.143938	392.564	0.82645	77.8414	0.163877	492.9	1.03768	3.5311	0.00743389	6.71608	0.0141391	8601	107649	5659673	30666	227806	22445634	6006153
1233	199.297	0.161636	0	0	260.37	0.211168	42.4	0.0343877	7.0695	0.00573357	13.4322	0.0108939	10834	5930	870283	45971	1264215	2152231	1150676
643	915.662	1.42405	307.14	0.477667	190.9	0.29689	171.2	0.266252	8.53592	0.0132752	7.67552	0.011937	15222	7446	739012	8222	737417	2549622	735674
619	148.953	0.240634	118.892	0.192072	0	0	112	0.180937	5.03401	0.00813248	11.993	0.0193748	10019	6539	359617	982	518856	4961412	4917364
1026	245.497	0.239276	0	0	110.951	0.108139	555.7	0.541618	7.09139	0.00691168	28.1116	0.0273992	0	2632	355946	63035	354351	2426504	352608
856	354.534	0.414175	418.322	0.488693	110.951	0.129616	284.5	0.33236	4.38469	0.0051223	6.42825	0.00750964	0	2985	305751	1345	480005	481680	523601
347	109.416	0.315319	6.93539	0.0199867	2.29554	0.00661539	5.9	0.0170029	4.45035	0.0128252	0	0	0	7748	32969	9434	60416	2608279	108975
537	0	0	0	0	0	0	261.4	0.660101	0.372079	0.000692885	0	0	2936	8023	702123	73860	1749661	1829633	2216278
704	252.327	0.358418	0	0	0	0	2140.2	3.04006	18.0349	0.0256177	27.7278	0.0393861	3144	9242	1256859	64378	1497904	1885826	1960752
1142	0	0	32.999	0.0288958	0	0	165.6	0.156818	11.8628	0.0103877	20.1483	0.017643	0	258	5691	5711	5805	1261	23202
310	51.4898	0.166096	144.652	0.466621	0	0	0	0	5.10696	0.0164741	0	0	3219	3056	5450	4352	117969	99653	353173
461	0	0	31.7046	0.0687736	0	0	0	0	5.57389	0.0120909	0	0	0	1957	35586	35588	45101	408490	1039
1465	0	0	289.925	0.197901	0	0	293.6	0.20041	15.0437	0.0102687	56.7029	0.0387051	11162	21	859	839	180041	7078	291170
437	58.608	0.134114	57.8106	0.13229	111.26	0.254599	665.2	1.5222	4.31174	0.00986668	20.0043	0.0457765	21414	5086	316291	41723	626479	434741	676391
710	292.358	0.411772	392.726	0.553135	90.6481	0.127673	758.5	1.06831	8.7548	0.0123307	0	0	24642	1955	14741	3891	87758	733539	130059
305	0	0	118.892	0.389811	0	0	0	0	4.52332	0.0148305	0	0	50390	63721	187682	76794	186998	504090	352216
619	0	0	237.785	0.384143	0	0	0	0	3.49462	0.00564559	0	0	2671	2909	45444	45380	213456	1472033	747811
896	77.935	0.086981	0	0	0	0	13.7	0.0152902	0.342896	0.000382697	7.67552	0.00856643	0	11857	16933	16912	16429	62261	82621
699	0	0	52.5108	0.0751228	0	0	0	0	1.90417	0.00272413	3.69384	0.00528447	328	3276	72009	10964	16606	16029	118079
955	665.489	0.696847	71.8274	0.0752119	196.114	0.205355	253.4	0.26534	3.56028	0.00372804	6.71608	0.00703254	0	5728	3681	3636	218069	104508	309386
786	0	0	0	0	0	0	0	0	0	0	0	0	12933	1618	15019	2160	13599	334034	14642
436	344.799	0.790822	278.406	0.638547	0	0	319.4	0.732569	4.2023	0.00963831	4.07762	0.00935234	28490	12981	18366	12946	17359	260114	108240
749	142.438	0.190171	577.162	0.770577	152.604	0.203744	405.7	0.541656	9.90752	0.0132277	21.9712	0.029334	0	10620	189047	13943	188486	189927	892922
555	211.476	0.381037	0	0	0	0	0	0	7.41969	0.0133688	7.67552	0.0138298	23399	2402	0	0	459684	1226803	474061
2979	0	0	0	0	110.951	0.0372444	0	0	3.356	0.00112655	6.71608	0.00225447	3116	2930	147628	5850	738957	1771937	1368290
651	210.682	0.323629	106.99	0.164347	110.951	0.170432	80	0.122888	7.54371	0.0115879	34.5399	0.0530566	20618	5735	7187	7167	51153	14496835	533166
739	141.751	0.191815	206.729	0.279741	23.1616	0.0313418	12.2	0.0165088	4.39929	0.00595302	20.1483	0.0272642	24872	3745	254724	17030	174024	3411315	850930
527	0	0	0	0	0	0	0	0	5.26747	0.0099952	7.67552	0.0145646	0	4942	60646	6861	127642	176995	49043
715	0	0	0	0	0	0	589.1	2.59515	1.16731	0.0016326	0	0	150736	32150	1171567	32056	1171340	2467030	1442034
655	0	0	224.911	0.343376	48.9715	0.0747657	160.7	0.245344	11.0165	0.016819	31.1818	0.0476058	0	1671	37232	0	1505	297549	220
947	0	0	184.715	0.195053	63.5841	0.0671426	0	0	9.73241	0.0102771	31.9973	0.0337881	16144	982	15004	11822	11629	1185790	39336
664	0	0	0	0	28.3331	0.0426703	218.9	0.329669	8.95179	0.0134816	19.3807	0.0291878	0	1395	63764	34114	204810	967879	1232226
488	132.403	0.271317	179.781	0.368403	54.3278	0.111327	331	0.678279	10.1847	0.0208704	13.6241	0.0279181	0	642	98039	746	82079	180381	197089
862	76.9763	0.0892997	0	0	81.8257	0.0949254	0	0	7.19353	0.00834516	3.78979	0.00439651	4713	10360	27803	20853	48577	609716	46412
461	0	0	289.277	0.627498	29.0928	0.063108	203.8	0.442082	3.68431	0.00799199	0	0	0	4044	89442	7927	89034	51206	296221
455	38.6173	0.0848732	36.6585	0.0805681	19.1295	0.0420429	71	0.253571	0.277235	0.000609309	0	0	20312	4489	113415	24784	174733	3248938	82799
578	0	0	0	0	0	0	0	0	0	0	0	0	4744	406	32348	11600	39787	157827	6760
552	0	0	0	0	120.898	0.219019	0	0	5.57389	0.0100976	6.71608	0.0121668	40196	7504	147176	139122	346636	269103	567656
701	156.308	0.222979	0	0	0	0	844.2	1.20428	11.9868	0.0170995	17.3659	0.024773	7756	228	14025	14045	156522	558464	357726
440	50.8209	0.115502	47.2789	0.107452	69.6461	0.158287	3058.5	6.95114	138.158	0.313996	91.1468	0.207152	1624	1828	47298	4359	70934	7378	819627
933	56.5508	0.0606117	134.739	0.144415	4.6179	0.00494952	165.7	0.177599	5.89489	0.00631821	14.2957	0.0153223	11097	2504	8210	895	7569	453099	21418
616	105.738	0.171652	0	0	0	0	740.8	1.31815	2.91097	0.0047256	14.3916	0.023363	0	6506	6358	6358	45688	119615	48046
1225	143.436	0.11709	67.3146	0.0549507	67.6261	0.055205	101.4	0.0827755	9.62298	0.00785549	0	0	76415	576	33150	20562	84784	821893	1123886
1032	45.973	0.0445475	173.394	0.168017	0	0	227.4	0.220349	3.38518	0.00328022	29.215	0.0283091	2742	7275	151592	20748	151072	48868	749085
355	127.681	0.359664	388.03	1.09304	52.5058	0.147904	742.8	2.09239	2022.45	5.69705	311.435	0.877281	42202	3876	5326	5366	81395	8391	97495
735	112.053	0.152453	236.666	0.321994	0	0	580.2	0.789388	3.59676	0.00489355	40.1046	0.0545641	4286	1764	96839	6605	192612	34940	215229
1032	121.369	0.117606	118.892	0.115206	345.845	0.335121	56.9	0.0718434	9.46977	0.00917614	28.7832	0.0278907	0	13654	849064	27232	1293964	2479750	2229649
448	211.477	0.472046	0	0	107.125	0.239119	166.8	0.372321	1.37159	0.00306158	0	0	215725	320754	634936	509134	634599	538592	637276
554	244.155	0.440713	85.6644	0.154629	6.12144	0.0110495	392.7	0.708845	6.33263	0.0114307	3.31007	0.00597485	1139	5671	78518	27437	139477	1046249	364346
746	0	0	0	0	0	0	0	0	6.42018	0.00860614	14.6794	0.0196775	34545	6582	153050	6550	6245	98239	2612919
944	0	0	0	0	0	0	0	0	1.16731	0.00123655	0	0	169477	129255	816056	26056	815829	2111519	1086523
498	0	0	0	0	0	0	0	0	0	0	0	0	0	6099	6224	6184	133137	5722	109232
575	211.476	0.367784	257.099	0.447128	29.5143	0.0513293	200.6	0.34887	11.7825	0.0204913	22.0671	0.0383776	6151	4924	292814	243882	427472	243736	428964
331	0	0	30.9269	0.0934347	0	0	0	0	0	0	0	0	0	9940	451287	139677	449860	3373265	442887
372	66.2011	0.17796	83.7072	0.225019	0	0	69.8	0.187634	2.80883	0.00755061	23.0266	0.0618994	0	7139	179274	10852	608554	999658	613612
813	105.738	0.130059	228.87	0.281513	5.52807	0.00679959	63.1	0.0776138	6.77038	0.00832765	6.71608	0.00826086	15080	7571	162355	51367	416565	738135	405680
597	334.266	0.55991	147.756	0.247498	186.205	0.311901	439.3	0.735846	5.96055	0.00998418	5.61272	0.00940155	107537	120599	143303	143395	145294	1667268	366434
651	0	0	0	0	26.0161	0.0399633	40.6	0.085654	2.21788	0.00340688	7.67552	0.0117904	0	19814	1552571	641642	1552126	2514203	1963242
912	524.071	0.574639	680.311	0.745955	158.844	0.174172	402.5	0.441338	2.1887	0.00239989	7.67552	0.00841614	0	4870	10784	11121	10269	430431	9519
896	136.718	0.152587	648.189	0.723426	2.29554	0.00256199	173.9	0.194085	10.8341	0.0120916	6.71608	0.00749563	2233	7844	84049	9708	83143	11549	381280
762	0	0	0	0	0	0	24.8	0.0325459	1.76555	0.002317	2.87832	0.00377732	5254	3401	113480	89736	141172	100571	2614417
1019	105.738	0.103766	118.892	0.116676	105.513	0.103546	0	0	4.3774	0.00429578	13.2882	0.0130405	5679	3024	567186	184082	1791260	2428055	1988833
579	0	0	212.482	0.366981	0	0	247.8	0.427979	7.18623	0.0124114	7.67552	0.0132565	26494	2490	2855	2868	7963	146579	83816
348	0	0	0	0	0	0	0	0	0	0	0	0	0	3303	332848	332888	680509	478670	546967
1222	88.8986	0.0727485	0	0	0	0	206.6	0.246246	5.85112	0.00478815	0	0	11056	5006	1780383	94619	1780138	1780116	4918743
805	211.571	0.262821	0	0	0	0	32.2	0.04	4.23148	0.0052565	13.4322	0.0166859	3972	250	220581	5964	430023	12561259	440293
530	177.64	0.335169	28.3693	0.053527	7.08032	0.0133591	52.2	0.0984906	6.65364	0.012554	10.0741	0.0190078	0	3967	35376	35396	203330	1680772	345724
271	105.738	0.390177	8.91785	0.0329072	0	0	201.2	0.742435	15.1385	0.0558617	2.01482	0.00743478	26035	8217	130086	50406	129011	227526	178962
1117	0	0	0	0	0	0	842.8	1.63017	9.44788	0.00845827	0	0	29812	1570	72939	21065	38743	20174	166281
1977	0	0	0	0	0	0	0	0	0	0	7.67552	0.00388241	176517	136295	807983	17983	807756	2103446	1078450
1037	317.215	0.305896	0	0	221.902	0.213985	733.2	0.70704	8.41919	0.0081188	42.2154	0.0407091	8374	6616	19830	10470	86694	813945	100652
361	0	0	0	0	30.6072	0.0847845	93.9	0.315101	0	0	0	0	41	14943	197502	6210	2161021	2797816	2358594
859	0	0	0	0	0	0	291.6	1.12154	3.81563	0.00444195	7.67552	0.00893541	5899	954	23658	23750	25649	1547623	246789
882	111.621	0.126554	242.385	0.274813	0	0	192.3	0.218027	11.9649	0.0135656	0	0	3572	701	21023	13545	115568	112421	332012
479	134.054	0.279861	0	0	73.2504	0.152924	78.6	0.164092	6.08458	0.0127027	7.67552	0.0160241	0	1110	1788	1768	1164	159872	24915
330	0	0	26.393	0.0799787	0	0	109.9	0.33303	0.525288	0.00159178	4.41342	0.013374	11854	1066	2738	2748	7307	101448	26547
428	127.805	0.29861	0	0	0	0	0	0	5.76358	0.0134663	7.67552	0.0179335	0	1488	3251	3251	107528	174415	14132
918	177.346	0.193188	182.381	0.198673	30.9399	0.0337036	0	0	4.31174	0.00469688	0	0	14988	0	1167717	0	1224778	1513846	1306798
498	0	0	0	0	0	0	0	0	8.28788	0.0166423	0	0	2759	4529	163493	27839	27777	355135	184155
675	105.738	0.156649	107.003	0.158523	0	0	129.4	0.191704	6.63176	0.00982483	6.71608	0.00994975	0	83541	903033	30026	664266	1301061	861839
766	44.9982	0.0587443	214.922	0.280577	28.3443	0.037003	426.4	0.556658	8.90801	0.0116292	3.78979	0.0049475	0	0	53131	22251	52631	91262	5350
1185	0	0	115.908	0.0978124	0	0	96.6	0.081519	8.2441	0.00695705	14.8713	0.0125496	0	3794	5690	5710	7447	88740	49103
462	44.5176	0.0963584	35.3451	0.0765045	0	0	69.9	0.151299	5.7198	0.0123805	2.01482	0.00436109	0	4028	83451	26131	81671	620123	86957
738	0	0	0	0	0	0	0	0	0	0	0	0	0	4785	4767	4787	23941	45283	8605
654	69.7177	0.106602	24.7823	0.0378934	60.6543	0.0927435	74.2	0.113456	2.32732	0.00355859	0	0	0	0	36725	343	36388	58804	39065
999	1304.33	1.30563	496.076	0.496573	107.391	0.107499	339.5	0.33984	5.98244	0.00598843	0	0	42789	4678	22965	11565	22545	130543	389417
758	317.214	0.418488	0	0	0	0	548.4	0.723483	12.7382	0.0168051	7.67552	0.010126	39644	12236	44920	7514	219864	170275	538654
676	0	0	321.499	0.47559	139.263	0.20601	2.5	0.00369822	8.66725	0.0128214	38.1857	0.0564878	0	8696	253652	20672	647584	1535600	534045
732	100.043	0.136671	377.986	0.516374	66.6478	0.0910489	122.8	0.21773	4.17312	0.00570098	26.1448	0.0357169	0	2774	647096	3312	1083117	1494858	1256520
