"Size" "Sum_H3K36me3" "Mean_H3K36me3" "Sum_H3K27me3" "Mean_H3K27me3" "Sum_H3K4me3" "Mean_H3K4me3" "Sum_CTCF" "Mean_CTCF" "Sum_DNaseIHSS1" "Mean_DNaseIHSS1" "Sum_DNaseIHSS2" "Mean_DNaseIHSS2" "DistanceToOrigin" "DistanceToCTCF" "DistanceToDNaseIHSS1" "DistanceToDNaseIHSS2" "DistanceToH3K4me3" "DistanceToH3K27me3" "DistanceToH3K36me3"
"764" "330" "0" "0" "26.393" "0.0799787" "0" "0" "109.9" "0.33303" "0.525288" "0.00159178" "4.41342" "0.013374" "11854" "1066" "2738" "2748" "7307" "101448" "26547"
"1227" "441" "87.1135" "0.197536" "0" "0" "15.8319" "0.0359" "23.9" "0.171942" "0.138618" "0.000314326" "1.87091" "0.00424242" "0" "1658" "6033" "6013" "5679" "28311" "730"
"985" "563" "444.101" "0.788811" "415.156" "0.7374" "96.4127" "0.171248" "196.7" "0.349378" "25.1628" "0.0446941" "104.195" "0.185071" "0" "4551" "57111" "8122" "56465" "127647" "87112"
"3411" "694" "234.936" "0.338525" "116.182" "0.167409" "0" "0" "173.2" "0.375705" "2.45134" "0.00353219" "0" "0" "19662" "1243" "78911" "32112" "94474" "157923" "248068"
"1997" "543" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "696" "7255" "2495" "2788" "27485" "75268" "9455"
"3366" "609" "519.559" "0.853135" "259.196" "0.42561" "129.382" "0.21245" "1152.2" "1.89195" "18.3632" "0.030153" "38.1857" "0.0627023" "29348" "57982" "8088" "8108" "323543" "2050585" "631438"
"1339" "626" "56.5524" "0.0903392" "27.2177" "0.0434787" "29.842" "0.047671" "119.7" "0.191214" "1.02139" "0.00163162" "14.7754" "0.0236028" "3887" "861" "21401" "21381" "8" "34803" "61968"
"3751" "437" "105.738" "0.241963" "368.591" "0.843457" "142.323" "0.325683" "179.2" "0.410069" "2.75046" "0.00629396" "0" "0" "18920" "73" "48392" "48372" "74458" "252735" "86160"
"2632" "791" "287.1" "0.362958" "204.48" "0.258509" "181.066" "0.228908" "255.8" "0.378402" "4.31173" "0.00545099" "7.67552" "0.00970357" "5219" "3039" "3301" "2721" "2845" "437861" "22093"
"1438" "549" "0" "0" "94.5913" "0.172298" "39.2253" "0.0714487" "125.2" "0.228051" "3.356" "0.00611294" "13.4322" "0.0244666" "0" "11264" "25770" "25737" "162022" "86058" "731620"
"1359" "763" "0" "0" "317.862" "0.416596" "0" "0" "0.8" "0.00104849" "9.60839" "0.0125929" "0" "0" "0" "914" "10305" "0" "0" "96201" "8975"
"3293" "887" "101.282" "0.114185" "0" "0" "110.951" "0.125086" "889" "1.00225" "3.06418" "0.00345454" "0" "0" "60957" "81889" "602002" "50802" "1620609" "5310637" "5338422"
"403" "581" "0" "0" "0" "0" "0" "0" "0" "0" "4.87351" "0.00838814" "0" "0" "0" "4496" "5949" "5589" "2546" "66975" "310"
"2557" "1194" "105.738" "0.0885577" "118.892" "0.0995749" "0" "0" "699.6" "0.58593" "8.7548" "0.00733233" "27.8238" "0.023303" "285" "4783" "11467" "10107" "22241" "166722" "32970"
"2892" "408" "151.38" "0.371029" "0" "0" "22.4905" "0.0551237" "1882" "4.61275" "29.5329" "0.0723845" "52.0017" "0.127455" "76945" "587447" "2215964" "1305035" "2215519" "3177596" "2626635"
"1166" "700" "19.4668" "0.0278096" "270.402" "0.386289" "0" "0" "157.2" "0.224571" "14.5913" "0.0208448" "7.67552" "0.010965" "6125" "12898" "24150" "24150" "62140" "41328" "33420"
"2958" "412" "201.684" "0.489524" "89.1693" "0.21643" "0" "0" "253.8" "0.616019" "6.54421" "0.015884" "30.798" "0.0747525" "13051" "7809" "84601" "12309" "25282" "24141" "4613324"
"4059" "769" "0" "0" "237.796" "0.309227" "73.4573" "0.0955231" "0" "0" "4.12205" "0.00536027" "30.3183" "0.0394256" "0" "6358" "182505" "22753" "324843" "831407" "1914901"
"2474" "949" "273.592" "0.288295" "0" "0" "0" "0" "78.4" "0.0826133" "10.1045" "0.0106475" "16.9341" "0.0178442" "15085" "9205" "111667" "26856" "217566" "61263" "420864"
"3129" "301" "104.696" "0.347827" "12.5493" "0.0416921" "0" "0" "192.2" "1.46718" "1.74366" "0.0057929" "9.54643" "0.0317157" "6004" "4579" "310372" "261440" "445030" "261294" "446522"
"3196" "616" "105.738" "0.171652" "0" "0" "0" "0" "740.8" "1.31815" "2.91097" "0.0047256" "14.3916" "0.023363" "0" "6506" "6358" "6358" "45688" "119615" "48046"
"2352" "1189" "0" "0" "718.267" "0.604093" "0" "0" "369.1" "0.310429" "21.8067" "0.0183404" "26.4326" "0.0222309" "1128" "1560" "1436433" "15966" "2774579" "3878170" "4285372"
"3847" "816" "278.759" "0.341617" "332.451" "0.407416" "64.6697" "0.0792521" "93.4" "0.114461" "4.76407" "0.00583832" "7.67552" "0.00940627" "1907" "7780" "427836" "14587" "337791" "308670" "730797"
"3339" "851" "64.3622" "0.0756313" "0" "0" "0" "0" "25.9" "0.0970037" "2.31272" "0.00271765" "2.44657" "0.00287494" "216572" "384111" "56908" "56888" "96062" "381331" "1173989"
"203" "1531" "295.183" "0.192804" "163.406" "0.106731" "37.405" "0.0244317" "511.2" "0.38064" "19.8588" "0.0129711" "11.7052" "0.00764544" "9329" "5170" "62043" "8367" "62350" "338909" "27127"
"3797" "715" "105.738" "0.147885" "99.5507" "0.139232" "156.44" "0.218798" "94.9" "0.132727" "3.06418" "0.00428557" "19.6685" "0.0275084" "1233" "1601" "31856" "101670" "237366" "1299866" "927709"
"517" "650" "422.953" "0.650697" "0" "0" "110.951" "0.170694" "199.3" "0.306615" "6.79956" "0.0104609" "21.1077" "0.0324734" "29023" "50473" "2591446" "509026" "2635153" "3151494" "2599783"
"1542" "829" "0" "0" "198.399" "0.239323" "138.654" "0.167255" "126.7" "0.152835" "14.6424" "0.0176627" "29.7427" "0.0358778" "265568" "52863" "45527" "18511" "222540" "77022" "2843942"
"1285" "387" "179.333" "0.463392" "60.3796" "0.15602" "137.434" "0.355128" "647.2" "1.67235" "34.6034" "0.0894144" "47.3484" "0.122347" "8715" "7103" "183233" "94389" "417006" "1822236" "877735"
"1779" "1540" "0" "0" "0" "0" "0" "0" "0" "0" "1.02139" "0.000663243" "0" "0" "0" "2124" "205235" "42216" "201918" "201508" "582266"
"847" "859" "109.368" "0.127321" "174.647" "0.203315" "0" "0" "399.1" "0.46461" "5.27476" "0.00614059" "0" "0" "0" "0" "632494" "47651" "630983" "632211" "673644"
"3005" "830" "348.319" "0.419662" "326.952" "0.393918" "51.2453" "0.0617413" "0" "0" "9.14147" "0.0110138" "46.6768" "0.0562371" "8698" "8712" "256012" "27050" "817086" "1534291" "970356"
"3914" "1051" "145.275" "0.138225" "118.892" "0.113123" "0" "0" "0" "0" "2.74317" "0.00261006" "16.5503" "0.0157472" "7158" "24252" "183037" "40735" "975884" "1366988" "980942"
"463" "384" "88.9603" "0.231667" "0" "0" "0" "0" "25355.8" "66.0307" "14.8686" "0.0387202" "124.247" "0.323561" "11733" "4627" "999378" "14395" "1240423" "1628345" "2218046"
"3078" "728" "105.738" "0.145244" "0" "0" "5.51466" "0.00757508" "110.3" "0.151511" "6.71201" "0.0092198" "22.0671" "0.030312" "0" "7132" "15029" "15009" "14969" "74886" "2782"
"1008" "927" "141.453" "0.152592" "0" "0" "0" "0" "3.4" "0.00366775" "8.99555" "0.00970394" "0" "0" "0" "0" "21614" "7774" "17369" "117882" "0"
"365" "615" "62.5708" "0.101741" "85.6677" "0.139297" "0" "0" "112" "0.182114" "1.8604" "0.00302503" "0" "0" "3528" "14594" "219055" "90152" "218607" "211988" "829273"
"866" "1076" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "37167" "34500" "1343829" "107344" "1770875" "2014301" "1755162"
"3502" "729" "109.416" "0.15009" "0" "0" "19.8947" "0.0272904" "266.7" "0.365844" "8.82046" "0.0120994" "14.3916" "0.0197416" "0" "4164" "206662" "65519" "614513" "3285567" "517903"
"3043" "859" "0" "0" "0" "0" "0" "0" "291.6" "1.12154" "3.81563" "0.00444195" "7.67552" "0.00893541" "5899" "954" "23658" "23750" "25649" "1547623" "246789"
"3554" "429" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9268" "51249" "69531" "32273" "193495" "1152299" "217941"
"2584" "592" "49.6508" "0.0838697" "126.819" "0.214221" "6.88662" "0.0116328" "350.2" "0.591554" "10.8851" "0.0183871" "0" "0" "0" "1227" "4399" "4020" "35770" "448592" "379"
"1615" "826" "0" "0" "175.119" "0.212009" "89.385" "0.108214" "0.4" "0.00058309" "0" "0" "0.527692" "0.000638852" "15691" "14810" "447853" "50008" "666423" "666093" "1391311"
"2515" "283" "27.4232" "0.0969019" "0" "0" "0" "0" "0" "0" "0" "0" "1.24727" "0.00440732" "263964" "202392" "238804" "238804" "238449" "503728" "244451"
"2249" "1304" "44.3888" "0.0340405" "0" "0" "96.206" "0.0737776" "791.3" "0.606825" "5.41338" "0.00415136" "18.9969" "0.0145682" "0" "88228" "402410" "276608" "402073" "306066" "404750"
"1548" "1084" "168.891" "0.155803" "140.67" "0.129769" "78.8135" "0.0727062" "96.6" "0.0891144" "7.55831" "0.00697261" "7.67552" "0.00708074" "356204" "35704" "136163" "23538" "313176" "167658" "2934578"
"544" "680" "178.403" "0.262358" "262.709" "0.386337" "0" "0" "402.7" "0.592206" "2.1887" "0.00321867" "6.71608" "0.00987659" "6964" "5116" "33076" "8552" "114884" "105188" "1227639"
"3793" "956" "18.8375" "0.0197045" "104.511" "0.109321" "45.7012" "0.0478046" "99.2" "0.172522" "4.81514" "0.00503676" "6.71608" "0.00702519" "4811" "3715" "507473" "43976" "1040887" "1551181" "1652478"
"2145" "544" "0" "0" "60.4136" "0.111054" "39.5328" "0.0726705" "53.9" "0.0990809" "1.16731" "0.00214579" "21.2996" "0.0391536" "0" "7440" "33117" "33109" "40599" "1608027" "212310"
"2907" "647" "127.372" "0.196866" "74.4186" "0.115021" "86.0516" "0.133001" "0" "0" "7.68963" "0.0118851" "14.3916" "0.0222436" "0" "109657" "1738174" "827245" "1737729" "2699806" "2148845"
"2223" "656" "1418.32" "2.16207" "0" "0" "110.951" "0.169133" "0" "0" "14.0077" "0.0213532" "16.6943" "0.0254486" "30000" "1116" "8018" "8698" "150616" "774789" "281482"
"4136" "763" "968.195" "1.26893" "118.892" "0.155822" "0" "0" "25.5" "0.0334207" "7.87932" "0.0103268" "7.67552" "0.0100597" "12956" "11604" "342144" "8025" "342367" "1464824" "1554969"
"1907" "360" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4688" "18233" "16130" "38453" "129709" "3585"
"2104" "586" "0" "0" "135.441" "0.231128" "37.3402" "0.0637204" "930" "1.58703" "14.7227" "0.025124" "32.7649" "0.0559128" "16389" "16332" "136480" "55232" "438639" "754904" "791987"
"3254" "1705" "574.836" "0.337147" "476.446" "0.27944" "208.729" "0.122422" "6701.4" "3.93044" "148.817" "0.0872827" "188.338" "0.110462" "7296" "2150" "7806" "7782" "186023" "1246229" "1624705"
"3050" "1073" "62.5955" "0.0583369" "0" "0" "0" "0" "0" "0" "4.74218" "0.00441955" "22.0671" "0.0205658" "26279" "2066" "221090" "12704" "615022" "1503038" "501483"
"2346" "809" "283.882" "0.350904" "328.4" "0.405933" "12.3099" "0.0152162" "239.7" "0.296292" "14.2484" "0.0176124" "7.67552" "0.00948766" "23041" "5799" "372064" "110586" "545208" "1918343" "660378"
"2453" "391" "0" "0" "0" "0" "0" "0" "135" "0.345269" "1.53939" "0.00393705" "6.71608" "0.0171767" "0" "20374" "2141773" "177316" "2401125" "6637716" "2474399"
"1399" "337" "0" "0" "234.825" "0.69681" "5.07969" "0.0150733" "43.3" "0.128487" "6.03352" "0.0179036" "1.29524" "0.00384345" "16658" "0" "10984" "0" "10690" "36964" "220"
"480" "638" "0" "0" "118.892" "0.186352" "0" "0" "274.4" "0.430094" "5.89489" "0.00923964" "9.35454" "0.0146623" "2219" "20461" "573616" "6030" "1483415" "1326770" "1578055"
"1847" "572" "101.141" "0.176819" "86.197" "0.150694" "0" "0" "0" "0" "3.18091" "0.00556102" "26.8643" "0.0469656" "504431" "0" "4687919" "255174" "741051" "21473880" "5034399"
"2524" "774" "0" "0" "0" "0" "0" "0" "31.8" "0.0650307" "2.33461" "0.00301629" "0" "0" "0" "710" "36955" "1135" "133025" "447793" "57049"
"2429" "760" "593.926" "0.781482" "122.813" "0.161596" "104.883" "0.138004" "629.7" "0.828553" "16.6341" "0.021887" "17.8936" "0.0235442" "0" "608" "177555" "36242" "176199" "4013832" "154546"
"2840" "1067" "0" "0" "0" "0" "0" "0" "0" "0" "2.1887" "0.00205127" "14.3916" "0.0134879" "0" "1699" "193600" "43896" "76312" "44604" "156038"
"2998" "887" "2973.4" "3.3522" "252.718" "0.284913" "2388.82" "2.69314" "1837.6" "2.0717" "181.239" "0.204328" "124.727" "0.140617" "0" "5757" "87284" "31859" "562508" "980041" "506772"
"727" "902" "230.159" "0.255165" "191.091" "0.211853" "0" "0" "671.4" "0.744346" "12.7382" "0.0141222" "21.1077" "0.023401" "15216" "1592" "20698" "9431" "51704" "495853" "344"
"148" "667" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "183367" "143145" "802443" "12443" "802216" "2097906" "1072910"
"2252" "535" "0" "0" "118.892" "0.222229" "0" "0" "0" "0" "4.3847" "0.00819569" "0" "0" "0" "104298" "418480" "292678" "418143" "322136" "420820"
"2218" "598" "105.738" "0.176819" "0" "0" "0" "0" "82.4" "0.183929" "3.07877" "0.00514844" "6.52419" "0.01091" "15799" "6430" "369155" "31907" "806633" "4320042" "3125191"
"1306" "957" "31.2616" "0.0326663" "237.796" "0.24848" "259.389" "0.271044" "21.1" "0.0220481" "7.97416" "0.00833246" "37.658" "0.0393501" "7805" "5089" "412162" "138762" "690475" "475738" "723004"
"1338" "966" "193.033" "0.199827" "29.7076" "0.0307532" "77.2832" "0.0800033" "69" "0.0714286" "6.12836" "0.00634405" "22.0671" "0.0228438" "13600" "65450" "85990" "85970" "64597" "99392" "126557"
"3346" "976" "0" "0" "237.808" "0.243656" "0" "0" "366.7" "0.375717" "11.0165" "0.0112874" "0" "0" "0" "458888" "511355" "60475" "524166" "1002795" "552516"
"2868" "857" "0" "0" "0" "0" "0" "0" "58.5" "0.123158" "1.16731" "0.00136209" "6.71608" "0.00783673" "0" "52542" "242677" "33251" "1497899" "6421985" "1500691"
"428" "835" "0" "0" "213.838" "0.256093" "0" "0" "370.6" "0.443832" "3.66972" "0.00439487" "0.143916" "0.000172354" "2547" "1858" "92299" "16003" "276159" "22206" "266194"
"759" "535" "162.745" "0.304196" "0" "0" "0" "0" "324.7" "0.606916" "8.5724" "0.0160232" "14.3916" "0.0269002" "0" "75" "53452" "2995" "8968" "5274" "145353"
"2156" "507" "50.2028" "0.0990193" "152.027" "0.299855" "0" "0" "143.6" "0.283235" "6.5661" "0.0129509" "3.16615" "0.00624488" "10714" "2245" "5160" "5182" "48085" "63220" "831543"
"3788" "567" "15.6308" "0.0275676" "0" "0" "0" "0" "68.5" "0.120811" "1.36429" "0.00240616" "0" "0" "6791" "9113" "112678" "12250" "105945" "2436209" "267432"
"1837" "502" "0" "0" "0" "0" "110.951" "0.221018" "757" "1.50797" "5.41338" "0.0107836" "7.96335" "0.0158633" "214518" "282390" "4979759" "33872" "451138" "21765720" "5326239"
"1044" "547" "0" "0" "0" "0" "0" "0" "120.3" "0.219927" "2.94016" "0.00537505" "9.9302" "0.0181539" "0" "5969" "354" "165" "8122" "67176" "23307"
"3405" "529" "0" "0" "0" "0" "0" "0" "90.3" "0.453769" "0.43774" "0.000827486" "0" "0" "464" "2958" "26433" "19335" "302744" "55746" "458319"
"950" "518" "124.654" "0.240645" "0" "0" "91.1235" "0.175914" "101.1" "0.195174" "4.05639" "0.00783087" "3.74182" "0.00722358" "106" "9294" "208372" "22472" "287416" "202151" "392071"
"180" "631" "0" "0" "0" "0" "0" "0" "306.4" "1.15188" "1.16731" "0.00184993" "0" "0" "12127" "31598" "31632" "31632" "32601" "341073" "1082884"
"3463" "1053" "9.1946" "0.00873181" "114.436" "0.108676" "110.951" "0.105367" "181.2" "0.17208" "9.73241" "0.00924256" "14.3916" "0.0136672" "1903472" "75859" "2037950" "1903705" "459058" "614244" "486194"
"2972" "986" "17.3838" "0.0176307" "62.1111" "0.062993" "0" "0" "530.9" "0.538438" "0.189687" "0.000192381" "14.3916" "0.0145959" "14781" "108" "21998" "978" "18534" "719497" "23082"
"336" "656" "211.477" "0.322373" "289.746" "0.441686" "0" "0" "262.8" "0.40061" "13.1614" "0.0200631" "13.4322" "0.0204759" "3078" "2915" "5309" "4211" "117969" "99512" "353173"
"280" "589" "0" "0" "267.079" "0.453446" "38.8315" "0.0659278" "125.4" "0.212903" "8.20032" "0.0139224" "0" "0" "11321" "10188" "134573" "102230" "364841" "641970" "795040"
"2113" "709" "118.422" "0.167027" "82.1759" "0.115904" "0" "0" "214.3" "0.302257" "11.3156" "0.0159599" "33.2926" "0.0469571" "9375" "553" "48079" "11457" "61978" "1181957" "177906"
"1395" "780" "0" "0" "391.929" "0.502474" "21.2372" "0.0272272" "542.6" "0.695641" "11.3375" "0.0145352" "52.8652" "0.0677758" "0" "23230" "23271" "23271" "23459" "619548" "52260"
"1721" "562" "163.334" "0.29063" "91.0462" "0.162004" "26.0161" "0.046292" "263.9" "0.469573" "0.0583654" "0.000103853" "1.63105" "0.00290222" "0" "7576" "1149642" "30833" "421493" "959302" "1183295"
"3145" "554" "45.4661" "0.0820687" "0" "0" "48.8327" "0.0881456" "2231.7" "4.02834" "8.49945" "0.015342" "6.71608" "0.0121229" "1199" "4899" "27589" "2995" "27015" "180002" "19026"
"95" "803" "105.738" "0.131679" "118.892" "0.14806" "0" "0" "261" "0.384956" "4.3774" "0.00545131" "0" "0" "310" "21" "252723" "238190" "1246853" "1369943" "2216664"
"3785" "382" "46.8606" "0.122672" "178.404" "0.467026" "31.8476" "0.0833706" "128.7" "0.336911" "9.74701" "0.0255157" "23.2664" "0.0609069" "0" "0" "16587" "16596" "100728" "495605" "266849"
"2153" "805" "88.5401" "0.109988" "9.70176" "0.0120519" "0" "0" "27.2" "0.0503704" "5.11426" "0.00635312" "4.70126" "0.00584007" "13748" "0" "33700" "27856" "32531" "73219" "30821"
"4" "450" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "586497" "31474" "590604" "112181" "589808" "698105" "757082"
"467" "1736" "548.772" "0.316113" "627.537" "0.361485" "223.077" "0.128501" "44990.3" "25.9161" "892.552" "0.514143" "452.856" "0.260862" "13864" "17629" "135497" "72837" "110987" "175447" "1002850"
"3619" "624" "0" "0" "0" "0" "0" "0" "18" "0.0288462" "3.61865" "0.00579911" "15.3511" "0.0246011" "0" "9579" "128599" "59195" "128073" "10486433" "3581712"
"1568" "714" "0" "0" "62.8512" "0.0880269" "13.0081" "0.0182186" "12.7" "0.0177871" "9.20713" "0.0128951" "3.40601" "0.00477033" "0" "10553" "521275" "5910" "296852" "226152" "718262"
"3546" "455" "474.825" "1.04357" "0" "0" "0" "0" "101.9" "0.223956" "5.16533" "0.0113524" "19.4766" "0.0428058" "0" "3441" "4640" "2960" "2690" "1436348" "1681"
"2789" "517" "390.331" "0.754992" "219.05" "0.423694" "0" "0" "4362.7" "8.43849" "57.7306" "0.111665" "63.7068" "0.123224" "225" "2759" "18662" "18642" "18966" "135920" "169990"
"895" "861" "0" "0" "0" "0" "0" "0" "391.8" "0.455052" "9.30198" "0.0108037" "36.027" "0.0418432" "3106" "9928" "86460" "10582" "205671" "2324837" "2038495"
"714" "528" "310.778" "0.588594" "356.7" "0.675569" "0" "0" "65.5" "0.124053" "18.6696" "0.0353591" "20.0043" "0.037887" "1964" "937" "46920" "1044" "358330" "368050" "598208"
"549" "495" "133.904" "0.270513" "71.0688" "0.143573" "55.468" "0.112057" "0" "0" "3.75727" "0.00759044" "12.7126" "0.025682" "872" "1776" "21667" "21666" "21190" "23314" "154297"
"1563" "577" "0" "0" "0" "0" "183.422" "0.31789" "558.9" "1.53544" "2.04278" "0.00354035" "0" "0" "6369" "9305" "9369" "9389" "42996" "15206" "51272"
"112" "1175" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "331643" "127584" "188436" "127676" "250411" "1024321" "895754"
"3469" "1143" "791.543" "0.692514" "169.422" "0.148225" "4337.96" "3.79524" "996.8" "0.872091" "104.518" "0.0914416" "108.753" "0.0951466" "1059041" "0" "1193519" "1059274" "0" "1458585" "1264"
"2597" "653" "0" "0" "118.892" "0.182071" "0" "0" "331.8" "0.508116" "3.1955" "0.00489357" "7.67552" "0.0117542" "0" "13" "65190" "1950" "60453" "207190" "48074"
"2902" "749" "205.927" "0.274936" "221.408" "0.295605" "246.236" "0.328752" "11122.3" "14.8495" "17970.7" "23.993" "14047.4" "18.7549" "0" "344052" "1972569" "1061640" "1972124" "2934201" "2383240"
"2858" "788" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7.67552" "0.00974051" "11836" "3227" "42550" "1331" "88442" "93307" "339111"
"1398" "655" "0" "0" "224.911" "0.343376" "48.9715" "0.0747657" "160.7" "0.245344" "11.0165" "0.016819" "31.1818" "0.0476058" "0" "1671" "37232" "0" "1505" "297549" "220"
"999" "977" "0" "0" "334.339" "0.34221" "260.639" "0.266775" "143.7" "0.147083" "3.35601" "0.00343501" "20.1482" "0.0206226" "10640" "8767" "9559" "9530" "39104" "21257" "830"
"4019" "1006" "207.448" "0.20621" "377.179" "0.374929" "126.411" "0.125657" "460.9" "0.524346" "2.23247" "0.00221916" "18.5172" "0.0184068" "2666" "337" "47457" "38683" "208806" "162078" "197040"
"2851" "982" "265.083" "0.269941" "0" "0" "54.953" "0.0559603" "712.3" "0.725356" "9.98046" "0.0101634" "6.71608" "0.00683919" "12111" "6141" "157472" "63478" "157472" "384247" "168419"
"3161" "671" "49.6508" "0.0739953" "0" "0" "0" "0" "69" "0.102832" "6.63905" "0.00989427" "5.32489" "0.00793576" "65522" "85827" "205650" "205650" "402370" "2558598" "609032"
"2331" "733" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6.71608" "0.00916246" "35063" "8103" "17504" "9371" "59224" "213901" "1548668"
"1037" "1182" "0" "0" "118.366" "0.100141" "90.624" "0.07667" "1359.9" "1.54009" "14.139" "0.0119619" "35.4993" "0.0300332" "6226" "7431" "285101" "80" "167428" "647306" "2203845"
"2706" "629" "200.097" "0.318119" "129.678" "0.206165" "39.859" "0.0633689" "31.1" "0.0494436" "2.42216" "0.00385082" "8.9228" "0.0141857" "0" "13750" "186346" "116934" "532811" "693289" "615771"
"1224" "605" "0" "0" "57.4647" "0.0949829" "0" "0" "251.5" "0.415702" "12.2567" "0.020259" "15.351" "0.0253736" "0" "0" "13874" "251" "0" "242493" "0"
"3310" "360" "0" "0" "0" "0" "0" "0" "61.3" "0.519492" "0" "0" "0" "0" "1494701" "337707" "1101897" "1099371" "1388905" "8406161" "8433946"
"1918" "473" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "936353" "1380824" "911304" "1379610" "1710511" "1388360"
"2482" "647" "67.8754" "0.104908" "0" "0" "144.37" "0.223138" "1.9" "0.00293663" "8.09089" "0.0125052" "30.2224" "0.0467115" "16087" "317" "259418" "258898" "1109954" "1664532" "1232991"
"3105" "329" "9.1946" "0.0279471" "0" "0" "0" "0" "92" "0.325088" "0" "0" "0" "0" "96007" "15104" "942837" "642377" "942637" "1212738" "1305851"
"1111" "408" "0.91946" "0.00225358" "0" "0" "110.951" "0.271939" "1.7" "0.00416667" "4.28985" "0.0105143" "6.71608" "0.016461" "27040" "20474" "901747" "33827" "1456746" "2093541" "1654319"
"1366" "886" "204.728" "0.23107" "73.1236" "0.0825323" "70.2207" "0.0792559" "223.3" "0.252032" "11.3229" "0.0127798" "7.67552" "0.00866312" "0" "11115" "32193" "32213" "32312" "1603048" "41311"
"3757" "290" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3.21412" "0.0110832" "6102" "7612" "9414" "9454" "48398" "1063514" "156202"
"1197" "1060" "16.5503" "0.0156135" "166.449" "0.157028" "172.147" "0.162403" "354.2" "0.334151" "19.0417" "0.0179639" "16.7902" "0.0158398" "15148" "2188" "90149" "16421" "59235" "60231" "191845"
"943" "812" "169.292" "0.208488" "69.8066" "0.0859687" "0" "0" "305.2" "0.375862" "10.5933" "0.0130459" "22.1631" "0.0272944" "6757" "2212" "2188" "2227" "62548" "27253" "287860"
"551" "955" "665.489" "0.696847" "71.8274" "0.0752119" "196.114" "0.205355" "253.4" "0.26534" "3.56028" "0.00372804" "6.71608" "0.00703254" "0" "5728" "3681" "3636" "218069" "104508" "309386"
"1419" "464" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1802" "4646" "7374" "7354" "6852" "68824" "32991"
"1485" "1149" "0" "0" "0" "0" "0" "0" "632.7" "0.611896" "9.38951" "0.0081719" "0" "0" "14942" "10210" "509442" "172902" "633736" "816501" "1083347"
"2461" "644" "82.7514" "0.128496" "0" "0" "24.4858" "0.0380214" "107.8" "0.167391" "4.74218" "0.00736363" "1.58308" "0.00245819" "7343" "1093" "318020" "51412" "315463" "3848054" "312500"
"3512" "618" "177.18" "0.286699" "87.58" "0.141715" "63.5177" "0.102779" "66.7" "0.107929" "4.34822" "0.00703595" "20.58" "0.033301" "12179" "13608" "355355" "142912" "499012" "1340067" "508407"
"1387" "1824" "0" "0" "118.892" "0.0651822" "0" "0" "276.7" "0.1517" "15.6273" "0.00856761" "22.0671" "0.0120982" "960474" "2779" "333389" "16240" "263932" "335550" "935808"
"3263" "953" "105.738" "0.110953" "548.922" "0.575993" "0" "0" "0" "0" "10.1556" "0.0106564" "22.0671" "0.0231554" "9738" "9919" "505367" "39146" "1494162" "2099490" "1689808"
"3300" "891" "0" "0" "0" "0" "0" "0" "45.5" "0.7" "2.71399" "0.003046" "3.21412" "0.00360732" "327150" "1227747" "64370" "61750" "221354" "7238610" "7266395"
"3276" "779" "333.597" "0.428238" "459.437" "0.589778" "0" "0" "410.2" "0.526573" "8.45568" "0.0108545" "0" "0" "2405" "1022" "5069" "5089" "98938" "515413" "70647"
"2722" "771" "0" "0" "83.4462" "0.108231" "0" "0" "289.5" "0.375486" "13.1906" "0.0171084" "11.3694" "0.0147463" "8908" "4191" "457503" "80316" "120554" "2794954" "492425"
"3954" "651" "210.682" "0.323629" "106.99" "0.164347" "110.951" "0.170432" "80" "0.122888" "7.54371" "0.0115879" "34.5399" "0.0530566" "20618" "5735" "7187" "7167" "51153" "14496835" "533166"
"269" "394" "55.4051" "0.140622" "302.129" "0.766826" "0" "0" "71.3" "0.180964" "5.0486" "0.0128137" "7.67552" "0.019481" "27639" "9209" "28213" "28273" "27627" "4035" "50718"
"2162" "765" "401.111" "0.524329" "160.908" "0.210337" "447.115" "0.584464" "855.2" "1.11791" "26.5197" "0.0346663" "31.2298" "0.0408232" "0" "5333" "6166" "366" "5770" "9272" "81161"
"1702" "956" "344.799" "0.360668" "404.264" "0.42287" "0" "0" "22.1" "0.0231172" "8.95908" "0.00937142" "29.7427" "0.0311116" "2589" "3126" "9925" "10360" "9688" "14377" "238732"
"988" "1236" "185.797" "0.150321" "205.455" "0.166225" "311.395" "0.251938" "1278.8" "1.03463" "33.5017" "0.0271049" "75.7958" "0.0613234" "78822" "1308" "309944" "1066" "310033" "230725" "324722"
